maintenance_id,event_id,equipment_id,opened_at,closed_at,intervention_type,outcome,downtime_minutes,labor_hours,parts_cost_eur,parts_replaced_count,work_order_note,period
MNT-2026S1-0122,EVT-2026S1-0193,EQ-OVEN-123,2026-01-23T16:08:00Z,2026-01-23T16:23:00Z,calibration,parts_ordered,10,1.3,15.58,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0123,EVT-2026S1-0240,EQ-FAN-340,2026-03-25T17:31:00Z,2026-03-25T17:46:00Z,corrective,monitoring,0,0.25,3.0,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0124,EVT-2026S1-0015,EQ-PUMP-001,2026-06-18T01:51:00Z,2026-06-18T02:34:00Z,replacement,no_fault_found,43,1.14,55.92,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0125,EVT-2026S1-0188,EQ-CHILL-368,2026-01-16T11:12:00Z,2026-01-16T14:25:00Z,preventive,follow_up_required,193,3.94,298.04,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0126,EVT-2026S1-0032,EQ-PUMP-005,2026-04-09T21:53:00Z,2026-04-10T00:13:00Z,preventive,no_fault_found,140,5.55,212.73,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0127,EVT-2026S1-0496,EQ-VALVE-156,2026-03-10T12:39:00Z,2026-03-10T14:19:00Z,inspection,resolved,100,2.39,28.72,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0128,EVT-2026S1-X037,EQ-STEAM-341,2026-03-17T18:03:00Z,2026-03-17T20:35:00Z,inspection,follow_up_required,152,2.23,26.77,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0129,EVT-2026S1-0226,EQ-OVEN-186,2026-03-03T10:20:00Z,2026-03-03T13:50:00Z,replacement,parts_ordered,210,4.88,466.92,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0130,EVT-2026S1-0084,EQ-FAN-124,2026-02-04T11:03:00Z,2026-02-04T15:05:00Z,corrective,follow_up_required,242,5.6,297.42,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0131,EVT-2026S1-0349,EQ-MIX-339,2026-01-13T11:55:00Z,2026-01-13T13:26:00Z,calibration,follow_up_required,91,3.12,37.44,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0132,EVT-2026S1-0215,EQ-SENSOR-365,2026-06-10T20:00:00Z,2026-06-10T21:23:00Z,inspection,parts_ordered,83,2.68,251.64,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0133,EVT-2026S1-0073,EQ-OVEN-303,2026-05-21T11:35:00Z,2026-05-21T12:58:00Z,corrective,monitoring,83,3.76,45.15,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0134,EVT-2026S1-0134,EQ-PRESS-374,2026-02-13T21:22:00Z,2026-02-14T02:35:00Z,corrective,monitoring,313,8.41,255.94,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0135,EVT-2026S1-0028,EQ-ROBOT-001,2026-05-26T12:30:00Z,2026-05-26T15:31:00Z,corrective,no_fault_found,181,5.23,62.78,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0136,EVT-2026S1-0136,EQ-CONV-396,2026-02-24T15:31:00Z,2026-02-24T18:45:00Z,corrective,monitoring,194,3.94,232.99,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0137,EVT-2026S1-0370,EQ-PUMP-270,2026-03-12T18:42:00Z,2026-03-12T21:16:00Z,calibration,monitoring,154,5.41,569.5,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0138,EVT-2026S1-0077,EQ-PUMP-347,2026-04-12T12:36:00Z,2026-04-12T15:50:00Z,calibration,resolved,194,3.04,161.07,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0139,EVT-2026S1-0093,EQ-OVEN-223,2026-03-22T21:33:00Z,2026-03-22T22:59:00Z,preventive,no_fault_found,86,0.25,3.0,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0140,EVT-2026S1-0044,EQ-FAN-284,2026-02-23T22:20:00Z,2026-02-24T02:52:00Z,corrective,monitoring,272,6.36,203.1,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0141,EVT-2026S1-0007,EQ-OVEN-001,2026-02-06T11:35:00Z,2026-02-06T14:41:00Z,corrective,follow_up_required,186,5.71,249.54,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0142,EVT-2026S1-0307,EQ-PRESS-177,2026-02-23T09:27:00Z,2026-02-23T13:21:00Z,replacement,follow_up_required,234,6.43,251.84,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0143,EVT-2026S1-0444,EQ-ROBOT-184,2026-03-24T02:19:00Z,2026-03-24T03:26:00Z,replacement,no_fault_found,67,2.21,183.29,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0144,EVT-2026S1-0225,EQ-ROBOT-175,2026-01-20T21:52:00Z,2026-01-21T00:27:00Z,preventive,follow_up_required,155,4.53,551.04,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0145,EVT-2026S1-0320,EQ-FAN-320,2026-06-06T19:44:00Z,2026-06-06T21:21:00Z,corrective,follow_up_required,97,3.39,40.66,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0146,EVT-2026S1-0029,EQ-COMP-003,2026-03-13T16:54:00Z,2026-03-13T20:57:00Z,replacement,monitoring,243,4.17,50.08,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0147,EVT-2026S1-0068,EQ-CHILL-248,2026-03-15T04:48:00Z,2026-03-15T08:13:00Z,replacement,follow_up_required,205,4.41,279.82,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0148,EVT-2026S1-0170,EQ-PUMP-170,2026-03-05T03:30:00Z,,replacement,parts_ordered,185,4.68,56.2,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0149,EVT-2026S1-0436,EQ-COMP-396,2026-02-14T04:17:00Z,2026-02-14T06:17:00Z,calibration,no_fault_found,120,2.54,30.51,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0150,EVT-2026S1-0052,EQ-EXTRA-422,2026-05-04T21:58:00Z,2026-05-04T23:17:00Z,replacement,follow_up_required,79,0.25,66.5,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0151,EVT-2026S1-0247,EQ-PRESS-117,2026-04-05T16:30:00Z,2026-04-05T20:00:00Z,replacement,parts_ordered,210,7.88,545.45,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0152,EVT-2026S1-0281,EQ-PUMP-191,2026-03-07T01:50:00Z,2026-03-07T04:36:00Z,corrective,monitoring,166,5.74,479.51,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0153,EVT-2026S1-0377,EQ-PUMP-347,2026-05-14T15:02:00Z,2026-05-14T17:02:00Z,calibration,resolved,120,4.45,184.03,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0154,EVT-2026S1-0484,EQ-CHILL-115,2026-06-06T17:25:00Z,2026-06-06T20:29:00Z,replacement,parts_ordered,184,5.26,63.11,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0155,EVT-2026S1-0170,EQ-PUMP-170,2026-03-05T02:58:00Z,2026-03-05T06:06:00Z,calibration,follow_up_required,188,3.75,329.83,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0156,EVT-2026S1-0130,EQ-PUMP-330,2026-03-04T02:10:00Z,2026-03-04T05:23:00Z,calibration,no_fault_found,193,4.28,123.27,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0157,EVT-2026S1-0136,EQ-CONV-396,2026-02-24T15:16:00Z,2026-02-24T19:06:00Z,calibration,parts_ordered,230,4.72,56.7,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0158,EVT-2026S1-0350,EQ-PUMP-350,2026-06-07T15:59:00Z,2026-06-07T19:34:00Z,replacement,parts_ordered,215,4.6,94.43,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0159,EVT-2026S1-0392,EQ-PRESS-117,2026-04-07T00:08:00Z,2026-04-07T00:54:00Z,inspection,parts_ordered,46,1.49,137.95,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0160,EVT-2026S1-0394,EQ-PRESS-234,2026-03-30T18:55:00Z,2026-03-30T23:22:00Z,replacement,monitoring,267,6.67,767.7,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0161,EVT-2026S1-0437,EQ-COMP-107,2026-01-02T15:28:00Z,2026-01-02T18:41:00Z,calibration,resolved,193,3.7,44.38,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0162,EVT-2026S1-X030,EQ-VALVE-388,2026-03-03T18:37:00Z,2026-03-03T20:29:00Z,inspection,resolved,112,3.18,87.62,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0163,EVT-2026S1-X009,EQ-COMP-233,2026-06-07T20:17:00Z,2026-06-07T23:12:00Z,corrective,monitoring,175,5.29,63.43,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0164,EVT-2026S1-0457,EQ-VALVE-327,2026-04-05T15:25:00Z,2026-04-05T17:54:00Z,inspection,monitoring,149,3.09,75.03,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0165,EVT-2026S1-0013,EQ-CHILL-001,2026-01-02T14:51:00Z,2026-01-02T17:10:00Z,corrective,resolved,139,3.53,256.44,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0166,EVT-2026S1-X015,EQ-PRESS-277,2026-03-29T18:02:00Z,2026-03-29T18:28:00Z,calibration,resolved,26,1.49,17.83,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0167,EVT-2026S1-0008,EQ-PRESS-001,2026-06-02T06:27:00Z,2026-06-02T09:42:00Z,calibration,no_fault_found,195,4.88,132.15,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0168,EVT-2026S1-0175,EQ-SENSOR-225,2026-03-21T01:57:00Z,2026-03-21T03:30:00Z,inspection,follow_up_required,93,0.76,9.12,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0169,EVT-2026S1-0103,EQ-COMP-333,2026-02-14T02:00:00Z,2026-02-14T04:35:00Z,corrective,monitoring,155,4.28,212.2,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0170,EVT-2026S1-0054,EQ-PRESS-394,2026-01-11T17:03:00Z,2026-01-11T21:30:00Z,inspection,follow_up_required,267,6.54,282.69,4,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0171,EVT-2026S1-0100,EQ-FAN-300,2026-06-16T16:58:00Z,2026-06-16T17:40:00Z,corrective,follow_up_required,42,0.91,10.91,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0172,EVT-2026S1-X012,EQ-CONV-003,2026-05-20T05:02:00Z,2026-05-20T09:45:00Z,preventive,monitoring,283,6.79,288.03,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0173,EVT-2026S1-0184,EQ-FAN-324,2026-05-23T17:33:00Z,2026-05-23T21:49:00Z,inspection,resolved,256,5.89,1063.94,4,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0174,EVT-2026S1-0308,EQ-CHILL-188,2026-06-07T10:10:00Z,2026-06-07T13:29:00Z,inspection,follow_up_required,199,5.47,433.82,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0175,EVT-2026S1-0471,EQ-PUMP-181,2026-05-22T23:08:00Z,2026-05-23T01:48:00Z,corrective,resolved,160,4.26,308.14,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0176,EVT-2026S1-0462,EQ-CHILL-382,2026-01-13T02:51:00Z,2026-01-13T05:29:00Z,corrective,parts_ordered,158,4.89,203.5,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0177,EVT-2026S1-X046,EQ-FAN-260,2026-05-27T14:36:00Z,2026-05-27T15:57:00Z,corrective,monitoring,81,2.57,30.9,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0178,EVT-2026S1-0485,EQ-SENSOR-305,2026-02-13T06:33:00Z,2026-02-13T09:13:00Z,replacement,parts_ordered,160,4.03,95.17,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0179,EVT-2026S1-0270,EQ-PUMP-370,2026-01-30T10:46:00Z,2026-01-30T13:14:00Z,calibration,monitoring,148,4.11,111.49,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0180,EVT-2026S1-0021,EQ-PUMP-004,2026-06-12T20:46:00Z,2026-06-13T01:18:00Z,replacement,parts_ordered,272,4.43,140.7,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0181,EVT-2026S1-X023,EQ-PUMP-351,2026-01-24T13:55:00Z,2026-01-24T15:28:00Z,preventive,resolved,93,2.58,276.76,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0182,EVT-2026S1-0179,EQ-COMP-269,2026-02-13T18:08:00Z,2026-02-13T20:56:00Z,inspection,resolved,168,4.24,50.89,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0183,EVT-2026S1-0278,EQ-ROBOT-158,2026-01-29T02:10:00Z,2026-01-29T04:04:00Z,calibration,no_fault_found,114,6.31,75.76,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0184,EVT-2026S1-0100,EQ-FAN-300,2026-06-16T17:35:00Z,2026-06-16T19:37:00Z,calibration,follow_up_required,122,2.26,27.11,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0185,EVT-2026S1-0443,EQ-ROBOT-173,2026-03-22T00:38:00Z,,preventive,monitoring,118,3.04,,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0186,EVT-2026S1-0407,EQ-VALVE-377,2026-05-20T05:11:00Z,2026-05-20T07:34:00Z,preventive,follow_up_required,143,3.15,37.81,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0187,EVT-2026S1-0099,EQ-COMP-289,2026-02-03T03:55:00Z,2026-02-03T07:42:00Z,replacement,parts_ordered,227,6.1,271.31,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0188,EVT-2026S1-0056,EQ-CONV-116,2026-03-10T18:28:00Z,2026-03-10T21:44:00Z,calibration,parts_ordered,196,6.11,681.36,4,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0189,EVT-2026S1-0067,EQ-PRESS-237,2026-02-24T22:43:00Z,2026-02-25T04:29:00Z,inspection,no_fault_found,346,7.16,267.97,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0190,EVT-2026S1-0415,EQ-GEAR-165,2026-06-10T20:58:00Z,2026-06-10T23:34:00Z,replacement,parts_ordered,156,3.39,233.57,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0191,EVT-2026S1-0441,EQ-ROBOT-151,2026-03-01T19:54:00Z,2026-03-01T21:49:00Z,inspection,parts_ordered,115,2.36,28.3,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0192,EVT-2026S1-0377,EQ-PUMP-347,2026-05-14T14:13:00Z,2026-05-14T17:47:00Z,replacement,resolved,214,4.5,411.45,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0193,EVT-2026S1-0403,EQ-MOTOR-333,2026-04-14T08:06:00Z,2026-04-14T11:23:00Z,calibration,no_fault_found,197,5.46,280.98,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0194,EVT-2026S1-X031,EQ-PUMP-181,2026-02-06T18:52:00Z,2026-02-06T19:48:00Z,inspection,no_fault_found,56,0.53,6.4,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0195,EVT-2026S1-X018,EQ-OVEN-186,2026-04-26T20:46:00Z,2026-04-26T22:53:00Z,inspection,resolved,127,1.63,19.53,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0196,EVT-2026S1-0345,EQ-ROBOT-295,2026-05-12T21:47:00Z,2026-05-13T02:10:00Z,inspection,parts_ordered,263,5.36,191.25,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0197,EVT-2026S1-0436,EQ-COMP-396,2026-02-14T02:58:00Z,2026-02-14T04:47:00Z,preventive,no_fault_found,109,2.9,261.87,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0198,EVT-2026S1-0335,EQ-SENSOR-185,2026-06-10T14:48:00Z,2026-06-10T16:28:00Z,inspection,no_fault_found,100,2.24,508.53,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0199,EVT-2026S1-0304,EQ-FAN-144,2026-03-08T05:58:00Z,2026-03-08T11:07:00Z,corrective,follow_up_required,309,7.4,556.48,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0200,EVT-2026S1-X025,EQ-PUMP-307,2026-01-09T06:14:00Z,2026-01-09T11:26:00Z,preventive,monitoring,312,6.84,534.18,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0201,EVT-2026S1-0004,EQ-FAN-004,2026-05-24T00:49:00Z,2026-05-24T05:45:00Z,preventive,parts_ordered,296,6.54,587.7,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0202,EVT-2026S1-0469,EQ-CONV-159,2026-02-18T07:48:00Z,2026-02-18T10:53:00Z,calibration,parts_ordered,185,2.73,301.66,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0203,EVT-2026S1-0178,EQ-ROBOT-258,2026-06-19T13:30:00Z,2026-06-19T14:22:00Z,replacement,no_fault_found,52,1.75,499.8,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0204,EVT-2026S1-0042,EQ-CONV-262,2026-02-27T10:50:00Z,2026-02-27T13:15:00Z,corrective,parts_ordered,145,5.77,69.21,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0205,EVT-2026S1-0217,EQ-PUMP-387,2026-05-03T20:39:00Z,2026-05-04T00:14:00Z,preventive,no_fault_found,215,3.12,145.3,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0206,EVT-2026S1-0193,EQ-OVEN-123,2026-01-23T16:05:00Z,2026-01-23T17:14:00Z,calibration,no_fault_found,99999,1.46,451.75,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0207,EVT-2026S1-0113,EQ-OVEN-143,2026-04-26T23:24:00Z,2026-04-27T01:18:00Z,calibration,no_fault_found,114,2.61,31.37,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0208,EVT-2026S1-0394,EQ-PRESS-234,2026-03-30T19:08:00Z,2026-03-30T23:43:00Z,inspection,parts_ordered,275,9.41,501.41,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0209,EVT-2026S1-X021,EQ-FAN-002,2026-06-02T06:32:00Z,2026-06-02T08:15:00Z,preventive,monitoring,103,3.82,45.8,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0210,EVT-2026S1-0037,EQ-ROBOT-003,2026-03-14T04:31:00Z,2026-03-14T06:02:00Z,corrective,monitoring,91,2.11,116.08,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0211,EVT-2026S1-X027,EQ-CAB-134,2026-01-18T10:37:00Z,2026-01-18T12:53:00Z,calibration,no_fault_found,136,2.69,163.28,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0212,EVT-2026S1-0242,EQ-CONV-362,2026-01-13T00:35:00Z,2026-01-13T02:16:00Z,corrective,follow_up_required,101,2.63,130.76,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0213,EVT-2026S1-0277,EQ-PUMP-147,2026-02-03T19:42:00Z,2026-02-03T21:17:00Z,preventive,resolved,95,3.29,429.04,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0214,EVT-2026S1-0381,EQ-PUMP-391,2026-01-07T23:45:00Z,2026-01-08T03:07:00Z,replacement,resolved,202,5.05,242.01,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0215,EVT-2026S1-0166,EQ-OVEN-126,2026-01-27T01:30:00Z,2026-01-27T05:33:00Z,preventive,follow_up_required,243,4.32,51.88,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0216,EVT-2026S1-0400,EQ-FAN-300,2026-04-01T14:33:00Z,2026-04-01T15:29:00Z,preventive,follow_up_required,56,1.47,17.67,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0217,EVT-2026S1-0392,EQ-PRESS-117,2026-04-06T22:32:00Z,2026-04-06T22:47:00Z,replacement,follow_up_required,0,0.25,3.0,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0218,EVT-2026S1-0214,EQ-PRESS-354,2026-01-21T07:35:00Z,2026-01-21T11:53:00Z,replacement,monitoring,258,7.91,94.87,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0219,EVT-2026S1-X036,EQ-PUMP-001,2026-01-08T22:44:00Z,2026-01-08T23:56:00Z,inspection,resolved,72,3.01,36.11,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0220,EVT-2026S1-0150,EQ-PUMP-250,2026-06-04T18:17:00Z,2026-06-04T20:09:00Z,corrective,parts_ordered,112,5.32,296.98,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0221,EVT-2026S1-0486,EQ-ROBOT-346,2026-03-11T06:28:00Z,2026-03-11T10:36:00Z,inspection,monitoring,248,7.01,369.62,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0222,EVT-2026S1-0495,EQ-CAB-145,2026-06-15T14:28:00Z,,inspection,follow_up_required,332,5.78,440.09,4,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0223,EVT-2026S1-0280,EQ-FAN-180,2026-06-17T15:57:00Z,2026-06-17T17:55:00Z,preventive,no_fault_found,118,1.82,21.85,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0224,EVT-2026S1-0444,EQ-ROBOT-184,2026-03-24T02:23:00Z,2026-03-24T04:22:00Z,replacement,no_fault_found,119,2.89,161.08,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0225,EVT-2026S1-0313,EQ-OVEN-243,2026-04-19T19:34:00Z,2026-04-19T20:47:00Z,replacement,no_fault_found,73,1.24,14.9,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0226,EVT-2026S1-X045,EQ-CONV-102,2026-03-25T15:35:00Z,2026-03-25T17:30:00Z,inspection,monitoring,115,4.13,,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0227,EVT-2026S1-X036,EQ-PUMP-001,2026-01-09T01:04:00Z,2026-01-09T03:08:00Z,calibration,resolved,124,4.08,150.09,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0228,EVT-2026S1-0488,EQ-ROBOT-368,2026-01-18T02:26:00Z,2026-01-18T06:51:00Z,corrective,no_fault_found,265,6.87,185.87,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0229,EVT-2026S1-X007,EQ-STEAM-352,2026-06-03T20:55:00Z,2026-06-04T01:03:00Z,corrective,no_fault_found,248,5.37,152.06,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0230,EVT-2026S1-0147,EQ-PRESS-217,2026-04-22T21:57:00Z,2026-04-23T02:42:00Z,calibration,monitoring,285,8.23,685.29,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0231,EVT-2026S1-0367,EQ-PRESS-237,2026-03-20T17:19:00Z,2026-03-20T22:30:00Z,corrective,monitoring,311,7.94,283.99,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0232,EVT-2026S1-0405,EQ-MOTOR-355,2026-04-03T01:13:00Z,2026-04-03T03:08:00Z,corrective,follow_up_required,115,4.12,530.33,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0233,EVT-2026S1-X044,EQ-PACK-209,2026-06-20T00:59:00Z,2026-06-20T02:47:00Z,replacement,no_fault_found,108,2.98,35.77,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0234,EVT-2026S1-X017,EQ-COMP-140,2026-02-02T22:51:00Z,2026-02-03T00:46:00Z,preventive,parts_ordered,115,4.72,296.76,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0235,EVT-2026S1-0278,EQ-ROBOT-158,2026-01-29T01:27:00Z,2026-01-29T02:43:00Z,calibration,no_fault_found,76,3.4,40.84,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0236,EVT-2026S1-0006,EQ-ROBOT-001,2026-01-30T04:32:00Z,2026-01-30T07:30:00Z,replacement,no_fault_found,178,4.09,49.05,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
